CompTotal,YearsOfExperience,MainBranch,Country,EducationLevel,RemoteWork,Salary
150000.0,21.0,Profession,Australia,Bachelor's degree,Hybrid,99099.0
180000.0,12.0,Profession,Brazil,Bachelor's degree,Remote,33568.0
195000.0,6.0,Profession,Brazil,Master's degree,Remote,36365.0
190000.0,13.0,Profession,New Zealand,Master's degree,In-person,116768.0
230000.0,9.0,Profession,Australia,Master's degree,Hybrid,151952.0
130000.0,17.0,Profession,Australia,Less than Bachelor's degree,Remote,85886.0
110000.0,19.0,Profession,Canada,Master's degree,Remote,79962.0
120000.0,4.0,Profession,United States of America,Master's degree,Hybrid,120000.0
168000.0,28.0,Profession,New Zealand,Master's degree,Remote,168000.0
220000.0,7.0,Profession,Australia,Bachelor's degree,Remote,145345.0
170000.0,18.0,Profession,United States of America,Less than Bachelor's degree,Hybrid,170000.0
100000.0,7.0,Profession,New Zealand,Bachelor's degree,Hybrid,61457.0
152000.0,9.0,Profession,United States of America,Bachelor's degree,Hybrid,152000.0
120000.0,3.0,Profession,Australia,Bachelor's degree,Remote,79279.0
200000.0,27.0,Profession,Australia,Master's degree,Remote,132132.0
165000.0,10.0,Profession,Australia,Master's degree,Remote,109009.0
213000.0,10.0,Developer,Brazil,Master's degree,Remote,39722.0
110000.0,6.0,Developer,Other,Bachelor's degree,Remote,23308.0
104000.0,10.0,Profession,Canada,Master's degree,Remote,75601.0
140000.0,4.0,Profession,Other,Bachelor's degree,Hybrid,103482.0
270000.0,20.0,Profession,Australia,Bachelor's degree,Hybrid,178378.0
120000.0,6.0,Profession,Canada,Bachelor's degree,Hybrid,87231.0
20000.0,5.0,Profession,Other,Bachelor's degree,Remote,20000.0
80000.0,10.0,Profession,Italy,Master's degree,Hybrid,85925.0
135000.0,6.0,Profession,Australia,Bachelor's degree,In-person,89189.0
280000.0,9.0,Profession,New Zealand,Bachelor's degree,Hybrid,172078.0
74000.0,19.0,Profession,Belgium,Bachelor's degree,Remote,79481.0
185000.0,5.0,Profession,United States of America,Master's degree,In-person,185000.0
100000.0,10.0,Profession,Other,Master's degree,Hybrid,73915.0
60000.0,3.0,Profession,Other,Bachelor's degree,Hybrid,16336.0
127000.0,14.0,Profession,Australia,Less than Bachelor's degree,Hybrid,83904.0
54000.0,5.0,Profession,United States of America,Bachelor's degree,Remote,54000.0
75000.0,18.0,Profession,Switzerland,Bachelor's degree,Hybrid,83563.0
81920.0,1.0,Profession,Australia,Bachelor's degree,Hybrid,54121.0
165000.0,17.0,Profession,United States of America,Upper than Master's degree,Remote,165000.0
110000.0,7.0,Profession,Australia,Less than Bachelor's degree,In-person,72673.0
120000.0,10.0,Profession,Poland,Bachelor's degree,Remote,29696.0
25000.0,0.5,Profession,Switzerland,Less than Bachelor's degree,In-person,27854.0
140000.0,16.0,Profession,Switzerland,Bachelor's degree,Hybrid,155984.0
40000.0,8.0,Profession,Greece,Master's degree,Hybrid,42962.0
30000.0,2.0,Profession,Germany,Less than Bachelor's degree,Hybrid,32222.0
95160.0,30.0,Profession,France,Master's degree,Remote,102208.0
180000.0,16.0,Profession,Portugal,Master's degree,Remote,193331.0
30000.0,12.0,Profession,Slovakia,Master's degree,Remote,32222.0
120000.0,6.0,Profession,Other,Bachelor's degree,In-person,120000.0
46000.0,7.0,Profession,Germany,Bachelor's degree,Hybrid,49407.0
103000.0,5.0,Profession,Canada,Less than Bachelor's degree,Remote,74874.0
60000.0,18.0,Profession,Other,Upper than Master's degree,Hybrid,64444.0
37000.0,5.0,Profession,Netherlands,Master's degree,Hybrid,39740.0
115000.0,17.0,Developer,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,146496.0
40000.0,2.0,Profession,Belgium,Bachelor's degree,In-person,42962.0
53000.0,13.0,Profession,Italy,Bachelor's degree,Remote,56925.0
85000.0,18.0,Developer,Finland,Bachelor's degree,Hybrid,91295.0
130000.0,8.0,Profession,New Zealand,Master's degree,Hybrid,79894.0
94000.0,29.0,Profession,Spain,Master's degree,Hybrid,100962.0
70000.0,17.0,Profession,Finland,Master's degree,Remote,75184.0
19800.0,2.0,Profession,Slovakia,Less than Bachelor's degree,In-person,21266.0
105000.0,18.0,Profession,Germany,Upper than Master's degree,Hybrid,112777.0
125000.0,13.0,Profession,Netherlands,Bachelor's degree,Remote,134258.0
120000.0,17.0,Profession,Germany,Less than Bachelor's degree,Remote,128887.0
360000.0,22.0,Profession,Israel,Bachelor's degree,Hybrid,97143.0
65000.0,9.0,Profession,France,Master's degree,Hybrid,69814.0
13650.0,6.0,Profession,Other,Bachelor's degree,In-person,36218.0
35000.0,3.0,Profession,France,Master's degree,Hybrid,37592.0
42240.0,7.0,Profession,Germany,Less than Bachelor's degree,In-person,45368.0
18000.0,0.5,Developer,Ukraine,Bachelor's degree,Hybrid,18000.0
90000.0,10.0,Profession,France,Master's degree,In-person,96666.0
42000.0,7.0,Profession,Germany,Less than Bachelor's degree,Hybrid,45111.0
75000.0,20.0,Profession,Spain,Master's degree,Hybrid,80555.0
48000.0,3.0,Profession,Belgium,Master's degree,In-person,51555.0
63000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,80254.0
24700.0,2.0,Profession,Spain,Less than Bachelor's degree,Remote,26529.0
50000.0,6.0,Profession,Romania,Bachelor's degree,Remote,53703.0
50000.0,3.0,Developer,Germany,Master's degree,Hybrid,53703.0
85000.0,7.0,Profession,Germany,Master's degree,Hybrid,91295.0
50000.0,13.0,Profession,Finland,Upper than Master's degree,In-person,53703.0
48000.0,27.0,Profession,Spain,Bachelor's degree,Remote,51555.0
67000.0,8.0,Profession,Germany,Bachelor's degree,Hybrid,71962.0
30000.0,1.0,Profession,Spain,Master's degree,In-person,32222.0
75000.0,27.0,Developer,Germany,Upper than Master's degree,Hybrid,80555.0
377532.0,3.0,Profession,Romania,Master's degree,Hybrid,81461.0
28805.0,1.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,36694.0
396000.0,15.0,Profession,Israel,Bachelor's degree,In-person,106857.0
66000.0,8.0,Profession,Germany,Less than Bachelor's degree,Hybrid,70888.0
110000.0,6.0,Profession,France,Master's degree,Hybrid,118147.0
54000.0,8.0,Profession,Ukraine,Bachelor's degree,Remote,57999.0
100000.0,9.0,Developer,Austria,Master's degree,Hybrid,107406.0
74000.0,19.0,Profession,Poland,Master's degree,Remote,79481.0
80000.0,7.0,Profession,Austria,Master's degree,Hybrid,85925.0
82000.0,15.0,Profession,France,Bachelor's degree,Remote,88073.0
59800.0,3.0,Profession,Netherlands,Master's degree,Hybrid,64229.0
86000.0,13.0,Profession,France,Master's degree,Hybrid,92369.0
60000.0,10.0,Profession,France,Master's degree,Hybrid,64444.0
55000.0,6.0,Profession,France,Less than Bachelor's degree,Hybrid,59073.0
45000.0,9.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,57325.0
172000.0,26.0,Profession,Belgium,Master's degree,Hybrid,184739.0
16000.0,3.0,Profession,France,Bachelor's degree,Hybrid,17185.0
70000.0,29.0,Profession,Spain,Master's degree,Remote,75184.0
90000.0,6.0,Profession,Belgium,Master's degree,Hybrid,96666.0
396300.0,6.0,Profession,Israel,Less than Bachelor's degree,Hybrid,106938.0
55000.0,3.0,Developer,Germany,Bachelor's degree,In-person,59073.0
67000.0,11.0,Developer,Germany,Less than Bachelor's degree,In-person,71962.0
40000.0,2.0,Profession,France,Master's degree,Remote,42962.0
28350.0,8.0,Profession,Greece,Master's degree,Hybrid,30450.0
49000.0,1.0,Profession,Austria,Master's degree,Hybrid,52629.0
66850.0,8.0,Profession,Germany,Master's degree,Hybrid,71801.0
36400.0,10.0,Profession,Greece,Master's degree,Hybrid,39096.0
120000.0,20.0,Profession,Australia,Master's degree,Remote,79279.0
45000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,57325.0
60000.0,6.0,Profession,France,Master's degree,Remote,64444.0
75000.0,21.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,95541.0
40000.0,18.0,Profession,Belgium,Bachelor's degree,Hybrid,42962.0
73300.0,14.0,Profession,Austria,Less than Bachelor's degree,In-person,78729.0
140000.0,12.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,178343.0
54000.0,11.0,Profession,Ukraine,Bachelor's degree,Hybrid,54000.0
120000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,152865.0
58000.0,10.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,73885.0
75000.0,5.0,Profession,Ukraine,Master's degree,Remote,80555.0
27000.0,3.0,Profession,Ukraine,Master's degree,Hybrid,27000.0
100000.0,8.0,Developer,France,Master's degree,Hybrid,107406.0
50000.0,16.0,Profession,Spain,Bachelor's degree,Hybrid,53703.0
50000.0,12.0,Profession,France,Master's degree,In-person,53703.0
56000.0,8.0,Profession,Germany,Bachelor's degree,Remote,60147.0
72000.0,16.0,Developer,Austria,Master's degree,Hybrid,77332.0
70000.0,5.0,Profession,Germany,Bachelor's degree,Hybrid,75184.0
80000.0,30.0,Profession,France,Upper than Master's degree,Remote,85925.0
32000.0,2.0,Profession,France,Bachelor's degree,Hybrid,34370.0
65000.0,3.0,Profession,France,Bachelor's degree,Hybrid,69814.0
94900.0,5.0,Profession,Switzerland,Bachelor's degree,Hybrid,105735.0
70000.0,14.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,89172.0
257292.0,6.0,Profession,Poland,Master's degree,In-person,63671.0
45000.0,6.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,57325.0
80000.0,27.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,101910.0
30000.0,3.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,38216.0
80000.0,23.0,Profession,Germany,Upper than Master's degree,Hybrid,85925.0
110000.0,17.0,Developer,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,140127.0
55000.0,30.0,Profession,France,Upper than Master's degree,Remote,59073.0
110000.0,8.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,140127.0
30000.0,1.0,Profession,Germany,Less than Bachelor's degree,In-person,32222.0
80000.0,17.0,Profession,Portugal,Master's degree,Hybrid,85925.0
48000.0,19.0,Profession,Germany,Bachelor's degree,Remote,51555.0
190000.0,14.0,Profession,Poland,Master's degree,Hybrid,47018.0
75000.0,12.0,Profession,Finland,Bachelor's degree,Remote,80555.0
400000.0,18.0,Profession,Romania,Bachelor's degree,Hybrid,86309.0
310000.0,12.0,Profession,Romania,Master's degree,Remote,66890.0
75000.0,8.0,Profession,Austria,Master's degree,Hybrid,80555.0
45000.0,3.0,Profession,France,Master's degree,In-person,48333.0
24000.0,0.5,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,30573.0
40000.0,8.0,Profession,France,Master's degree,Hybrid,42962.0
24000.0,3.0,Profession,Finland,Less than Bachelor's degree,Hybrid,25777.0
85000.0,25.0,Profession,Belgium,Less than Bachelor's degree,Hybrid,91295.0
97000.0,3.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,123566.0
15000.0,8.0,Profession,Slovakia,Bachelor's degree,Hybrid,16111.0
40000.0,0.5,Profession,Germany,Less than Bachelor's degree,Remote,42962.0
80000.0,10.0,Profession,Ireland,Bachelor's degree,Hybrid,85925.0
220000.0,29.0,Profession,Australia,Less than Bachelor's degree,Hybrid,145345.0
36000.0,5.0,Profession,Spain,Master's degree,Hybrid,38666.0
36000.0,3.0,Profession,Finland,Less than Bachelor's degree,Remote,38666.0
370000.0,3.0,Profession,Israel,Master's degree,Hybrid,99842.0
35000.0,7.0,Profession,Italy,Bachelor's degree,Hybrid,37592.0
50000.0,6.0,Profession,Bulgaria,Bachelor's degree,Remote,53703.0
12000.0,0.5,Profession,Other,Less than Bachelor's degree,In-person,12889.0
28000.0,18.0,Developer,Italy,Upper than Master's degree,Hybrid,30074.0
34860.0,3.0,Profession,Netherlands,Less than Bachelor's degree,Hybrid,37442.0
70000.0,10.0,Profession,Other,Bachelor's degree,Remote,70000.0
73000.0,16.0,Profession,Germany,Upper than Master's degree,Hybrid,78407.0
86400.0,12.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,110063.0
60000.0,15.0,Profession,Germany,Upper than Master's degree,Hybrid,64444.0
18000.0,3.0,Profession,Ukraine,Master's degree,Remote,18000.0
75000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,95541.0
65000.0,18.0,Profession,Austria,Master's degree,Hybrid,69814.0
20400.0,3.0,Profession,Germany,Less than Bachelor's degree,In-person,21911.0
55000.0,3.0,Profession,Other,Bachelor's degree,Remote,55000.0
30000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,38216.0
55000.0,18.0,Profession,Spain,Less than Bachelor's degree,Remote,59073.0
135000.0,16.0,Profession,Egypt,Bachelor's degree,Remote,135000.0
120000.0,30.0,Developer,Australia,Bachelor's degree,In-person,79279.0
89000.0,9.0,Profession,Ukraine,Master's degree,Remote,89000.0
82000.0,26.0,Profession,Germany,Bachelor's degree,Remote,88073.0
39500.0,3.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,50318.0
120000.0,8.0,Profession,Germany,Master's degree,Remote,128887.0
50000.0,0.5,Profession,United States of America,Less than Bachelor's degree,Remote,50000.0
84000.0,11.0,Profession,Slovakia,Master's degree,Hybrid,90221.0
36000.0,13.0,Developer,France,Upper than Master's degree,Hybrid,38666.0
42000.0,23.0,Profession,Ukraine,Master's degree,Remote,45111.0
162000.0,13.0,Profession,United States of America,Less than Bachelor's degree,Remote,162000.0
35000.0,4.0,Profession,Belgium,Bachelor's degree,Hybrid,37592.0
70000.0,18.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Remote,89172.0
60000.0,17.0,Profession,Germany,Less than Bachelor's degree,Remote,64444.0
44400.0,8.0,Profession,Germany,Less than Bachelor's degree,Hybrid,47688.0
42000.0,10.0,Profession,Ukraine,Master's degree,Remote,42000.0
39000.0,12.0,Profession,Portugal,Bachelor's degree,Hybrid,41888.0
69000.0,6.0,Profession,Finland,Bachelor's degree,Hybrid,74110.0
30000.0,6.0,Profession,Serbia,Bachelor's degree,In-person,32222.0
115000.0,10.0,Profession,Switzerland,Less than Bachelor's degree,Hybrid,128129.0
63000.0,8.0,Profession,Austria,Bachelor's degree,Hybrid,67666.0
20000.0,10.0,Profession,Germany,Bachelor's degree,Remote,21481.0
79000.0,30.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,100636.0
124000.0,15.0,Profession,Switzerland,Bachelor's degree,Hybrid,138157.0
10800.0,2.0,Profession,Other,Bachelor's degree,In-person,10800.0
90000.0,16.0,Profession,Netherlands,Less than Bachelor's degree,In-person,96666.0
182000.0,5.0,Profession,New Zealand,Upper than Master's degree,Remote,111851.0
70000.0,4.0,Profession,Germany,Master's degree,Hybrid,75184.0
63000.0,12.0,Profession,Austria,Bachelor's degree,Hybrid,67666.0
80000.0,11.0,Profession,Bulgaria,Master's degree,In-person,43938.0
90000.0,11.0,Profession,Germany,Master's degree,Remote,96666.0
75000.0,2.0,Profession,Denmark,Master's degree,Hybrid,75000.0
52000.0,5.0,Profession,Other,Bachelor's degree,In-person,55851.0
42000.0,20.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,53503.0
71500.0,0.5,Developer,Switzerland,Bachelor's degree,Hybrid,79663.0
110000.0,3.0,Profession,United States of America,Less than Bachelor's degree,Remote,110000.0
40000.0,15.0,Profession,Spain,Less than Bachelor's degree,Hybrid,42962.0
82000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,104458.0
37000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,47134.0
65000.0,7.0,Profession,Germany,Bachelor's degree,Hybrid,69814.0
72000.0,11.0,Profession,Germany,Master's degree,Hybrid,77332.0
135000.0,28.0,Profession,United States of America,Bachelor's degree,Hybrid,135000.0
20000.0,31.0,Profession,Other,Master's degree,Remote,20000.0
48000.0,16.0,Profession,Ukraine,Bachelor's degree,Hybrid,48000.0
60000.0,3.0,Profession,Switzerland,Less than Bachelor's degree,Hybrid,66850.0
140000.0,5.0,Profession,United States of America,Bachelor's degree,Remote,140000.0
20000.0,2.0,Profession,Other,Bachelor's degree,In-person,21481.0
57000.0,5.0,Profession,France,Master's degree,Remote,61222.0
63000.0,3.0,Profession,Other,Bachelor's degree,In-person,34548.0
27000.0,23.0,Profession,Slovakia,Master's degree,Remote,29000.0
83000.0,15.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,105732.0
42000.0,18.0,Profession,Italy,Less than Bachelor's degree,Hybrid,45111.0
137000.0,11.0,Profession,Bulgaria,Bachelor's degree,Remote,75244.0
49672.0,3.0,Profession,Austria,Less than Bachelor's degree,Hybrid,53351.0
40000.0,4.0,Profession,France,Bachelor's degree,Hybrid,42962.0
52000.0,8.0,Profession,France,Bachelor's degree,Hybrid,55851.0
80000.0,21.0,Profession,Austria,Master's degree,Hybrid,85925.0
58100.0,10.0,Profession,France,Master's degree,Remote,62403.0
123600.0,10.0,Profession,Bulgaria,Less than Bachelor's degree,Remote,67884.0
120000.0,15.0,Profession,Brazil,Bachelor's degree,Remote,22378.0
90000.0,17.0,Profession,Switzerland,Master's degree,Hybrid,100275.0
100000.0,23.0,Developer,Austria,Upper than Master's degree,Hybrid,107406.0
40000.0,1.0,Profession,Netherlands,Bachelor's degree,Hybrid,42962.0
35000.0,4.0,Profession,Finland,Less than Bachelor's degree,Hybrid,37592.0
75000.0,30.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,95541.0
54000.0,20.0,Developer,Other,Master's degree,Hybrid,57999.0
47520.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,60535.0
35500.0,1.0,Profession,France,Master's degree,In-person,38129.0
70000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,89172.0
165000.0,16.0,Developer,United States of America,Master's degree,Hybrid,165000.0
73000.0,10.0,Profession,Finland,Less than Bachelor's degree,Hybrid,78407.0
20039.0,2.0,Profession,Belgium,Bachelor's degree,Hybrid,21523.0
120000.0,21.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,152865.0
72000.0,8.0,Profession,Germany,Bachelor's degree,Hybrid,77332.0
121000.0,3.0,Profession,United States of America,Master's degree,Hybrid,121000.0
29000.0,7.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,36942.0
50000.0,5.0,Profession,United States of America,Less than Bachelor's degree,Hybrid,50000.0
52000.0,2.0,Developer,Switzerland,Master's degree,Hybrid,57937.0
17000.0,3.0,Developer,Germany,Master's degree,In-person,18259.0
81000.0,14.0,Profession,Germany,Upper than Master's degree,Hybrid,86999.0
80000.0,1.0,Profession,Switzerland,Master's degree,Hybrid,89134.0
133000.0,14.0,Profession,Switzerland,Master's degree,Remote,148184.0
73000.0,10.0,Profession,Other,Bachelor's degree,Hybrid,78407.0
80000.0,12.0,Profession,Germany,Master's degree,Remote,85925.0
52000.0,3.0,Profession,Italy,Master's degree,Hybrid,55851.0
42000.0,2.0,Profession,Other,Less than Bachelor's degree,Remote,11435.0
45000.0,15.0,Profession,Italy,Less than Bachelor's degree,Hybrid,48333.0
50000.0,4.0,Profession,Ireland,Master's degree,Hybrid,53703.0
86000.0,7.0,Profession,Bulgaria,Less than Bachelor's degree,Remote,47234.0
152400.0,3.0,Profession,Poland,Less than Bachelor's degree,Remote,37714.0
25000.0,3.0,Profession,United States of America,Less than Bachelor's degree,Hybrid,25000.0
154000.0,28.0,Profession,United States of America,Bachelor's degree,Remote,154000.0
60000.0,15.0,Profession,Belgium,Bachelor's degree,In-person,64444.0
138000.0,15.0,Profession,United States of America,Bachelor's degree,Remote,138000.0
80000.0,5.0,Profession,Ukraine,Master's degree,Remote,85925.0
130000.0,11.0,Developer,Netherlands,Bachelor's degree,Remote,139628.0
65000.0,1.0,Profession,Canada,Bachelor's degree,Remote,47250.0
180000.0,17.0,Profession,Canada,Master's degree,Remote,130847.0
201000.0,9.0,Profession,Canada,Bachelor's degree,Remote,146113.0
39000.0,8.0,Profession,Switzerland,Less than Bachelor's degree,Hybrid,43453.0
120000.0,14.0,Profession,Brazil,Less than Bachelor's degree,Remote,22378.0
16000.0,4.0,Profession,Argentina,Less than Bachelor's degree,In-person,16000.0
100000.0,11.0,Profession,Spain,Bachelor's degree,Remote,107406.0
110000.0,5.0,Profession,Australia,Bachelor's degree,Hybrid,72673.0
77400.0,10.0,Profession,Spain,Less than Bachelor's degree,Remote,83132.0
91200.0,3.0,Profession,United States of America,Less than Bachelor's degree,Remote,91200.0
360000.0,7.0,Profession,Brazil,Master's degree,Remote,67135.0
34000.0,2.0,Profession,Bulgaria,Less than Bachelor's degree,Remote,18674.0
140000.0,15.0,Profession,Germany,Master's degree,Hybrid,150369.0
45000.0,5.0,Profession,Germany,Bachelor's degree,Hybrid,48333.0
140000.0,8.0,Profession,Brazil,Bachelor's degree,Remote,140000.0
14000.0,0.5,Profession,Portugal,Less than Bachelor's degree,In-person,15037.0
80000.0,11.0,Profession,Portugal,Less than Bachelor's degree,Remote,85925.0
125000.0,3.0,Profession,Canada,Master's degree,Hybrid,90866.0
65000.0,13.0,Profession,France,Master's degree,In-person,69814.0
40000.0,2.0,Profession,Germany,Bachelor's degree,Hybrid,42962.0
100000.0,18.0,Profession,Romania,Master's degree,Hybrid,107406.0
91000.0,10.0,Profession,Switzerland,Less than Bachelor's degree,In-person,101389.0
10800.0,1.0,Developer,Spain,Master's degree,Remote,11600.0
35000.0,3.0,Profession,Germany,Less than Bachelor's degree,In-person,37592.0
70000.0,2.0,Profession,United States of America,Master's degree,In-person,70000.0
130000.0,6.0,Profession,United States of America,Bachelor's degree,Remote,130000.0
47000.0,0.5,Profession,Germany,Bachelor's degree,Hybrid,50481.0
110000.0,24.0,Profession,United States of America,Bachelor's degree,Remote,110000.0
78000.0,8.0,Developer,France,Master's degree,Hybrid,83777.0
40000.0,1.0,Profession,United States of America,Master's degree,Hybrid,40000.0
85000.0,0.5,Profession,Netherlands,Master's degree,In-person,91295.0
59000.0,6.0,Profession,Ireland,Master's degree,Hybrid,63370.0
70000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Upper than Master's degree,Hybrid,89172.0
192000.0,16.0,Profession,United States of America,Bachelor's degree,Remote,192000.0
25000.0,0.5,Developer,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,In-person,31847.0
180000.0,15.0,Developer,United States of America,Master's degree,Remote,180000.0
150000.0,30.0,Developer,Canada,Bachelor's degree,Remote,109039.0
94100.0,9.0,Profession,Switzerland,Less than Bachelor's degree,In-person,104843.0
165000.0,5.0,Profession,United States of America,Master's degree,Remote,165000.0
100000.0,16.0,Profession,Spain,Less than Bachelor's degree,Remote,107406.0
170000.0,26.0,Profession,United States of America,Upper than Master's degree,Remote,170000.0
122000.0,17.0,Profession,United States of America,Bachelor's degree,Remote,122000.0
115000.0,20.0,Profession,United States of America,Upper than Master's degree,In-person,115000.0
100000.0,5.0,Profession,Canada,Master's degree,Hybrid,72693.0
250000.0,11.0,Profession,Other,Bachelor's degree,Hybrid,184789.0
160000.0,30.0,Profession,United States of America,Bachelor's degree,In-person,160000.0
145000.0,14.0,Profession,Germany,Less than Bachelor's degree,Remote,155739.0
48100.0,10.0,Profession,Germany,Less than Bachelor's degree,In-person,51662.0
100000.0,7.0,Profession,United States of America,Bachelor's degree,In-person,100000.0
60000.0,1.0,Profession,Canada,Less than Bachelor's degree,Remote,43616.0
150000.0,13.0,Profession,United States of America,Bachelor's degree,In-person,150000.0
32500.0,3.0,Profession,France,Master's degree,Hybrid,34907.0
190000.0,24.0,Profession,United States of America,Less than Bachelor's degree,Remote,190000.0
100000.0,15.0,Profession,Other,Bachelor's degree,Remote,107406.0
123000.0,15.0,Profession,United States of America,Bachelor's degree,Remote,123000.0
180000.0,9.0,Profession,Poland,Less than Bachelor's degree,In-person,44544.0
32000.0,2.0,Profession,United States of America,Bachelor's degree,In-person,32000.0
30000.0,14.0,Profession,Germany,Bachelor's degree,Remote,32222.0
60000.0,11.0,Profession,Netherlands,Bachelor's degree,In-person,64444.0
145000.0,16.0,Profession,United States of America,Bachelor's degree,In-person,145000.0
329000.0,15.0,Profession,Poland,Master's degree,Remote,81416.0
100000.0,0.5,Profession,Denmark,Less than Bachelor's degree,In-person,14400.0
63000.0,6.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,80254.0
192581.0,16.0,Profession,Canada,Less than Bachelor's degree,Remote,139993.0
40000.0,15.0,Profession,Argentina,Bachelor's degree,Remote,40000.0
162500.0,22.0,Profession,United States of America,Bachelor's degree,Hybrid,162500.0
90000.0,8.0,Profession,Austria,Master's degree,Hybrid,96666.0
25000.0,23.0,Profession,Italy,Less than Bachelor's degree,Hybrid,26852.0
45000.0,10.0,Profession,Spain,Bachelor's degree,Hybrid,48333.0
120922.0,5.0,Profession,Brazil,Less than Bachelor's degree,Remote,22550.0
125000.0,8.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,159235.0
32500.0,6.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,In-person,41401.0
70000.0,15.0,Profession,Netherlands,Bachelor's degree,Hybrid,75184.0
36000.0,29.0,Profession,Argentina,Master's degree,Remote,36000.0
120000.0,10.0,Profession,United States of America,Master's degree,Hybrid,120000.0
95000.0,24.0,Profession,Egypt,Bachelor's degree,Hybrid,95000.0
40000.0,5.0,Profession,Spain,Bachelor's degree,Remote,42962.0
250000.0,5.0,Profession,Other,Master's degree,Remote,36806.0
160000.0,14.0,Profession,United States of America,Bachelor's degree,Remote,160000.0
110000.0,17.0,Developer,Germany,Master's degree,Hybrid,118147.0
105000.0,4.0,Profession,United States of America,Less than Bachelor's degree,Remote,105000.0
250000.0,6.0,Profession,Israel,Bachelor's degree,In-person,67461.0
225000.0,18.0,Profession,Canada,Master's degree,Remote,163559.0
230000.0,20.0,Developer,Brazil,Upper than Master's degree,Hybrid,42892.0
36000.0,5.0,Profession,Pakistan,Bachelor's degree,Remote,36000.0
75000.0,4.0,Profession,Austria,Master's degree,Hybrid,80555.0
94764.0,23.0,Profession,Germany,Master's degree,In-person,101782.0
70000.0,10.0,Developer,Germany,Upper than Master's degree,In-person,75184.0
36000.0,3.0,Profession,Netherlands,Bachelor's degree,In-person,38666.0
160000.0,31.0,Profession,United States of America,Bachelor's degree,Remote,160000.0
65000.0,12.0,Profession,France,Master's degree,Remote,69814.0
75000.0,6.0,Profession,Czech Republic,Less than Bachelor's degree,Remote,75000.0
58777.0,2.0,Profession,United States of America,Less than Bachelor's degree,In-person,58777.0
60000.0,7.0,Profession,Other,Bachelor's degree,Remote,60000.0
108000.0,27.0,Profession,United States of America,Less than Bachelor's degree,Remote,108000.0
100000.0,22.0,Profession,Germany,Less than Bachelor's degree,Hybrid,107406.0
39000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,49681.0
36000.0,14.0,Profession,Germany,Less than Bachelor's degree,Remote,38666.0
60000.0,14.0,Profession,Germany,Less than Bachelor's degree,Remote,64444.0
